,Time Interval,Average Packet Size,Standard Deviation Packet Size,Median Packet Size,Average Packet Intervals,Standard Deviation Packet Intervals,Median Packet Intervals,Inbound Packets,Outbound Packets,Total Packets,Cluster,Persona
61,"(30.5, 31.0)",872.4242424242424,260.99507530120707,922.0,0.0035953712121212116,0.0047954976950878025,0.000603,80,52,132,1,1
62,"(31.0, 31.5)",886.7259259259259,192.70391136964142,931.0,0.0036780074074074056,0.0046563165659812365,0.000833,71,64,135,1,1
63,"(31.5, 32.0)",853.4173913043477,227.25092332272217,952.0,0.0042015043478260865,0.006397644519080814,0.000599,65,50,115,1,1
64,"(32.0, 32.5)",894.3865546218487,197.9538599400057,954.0,0.004188268907563025,0.005975461541917942,0.000423,68,51,119,1,1
65,"(32.5, 33.0)",820.3140495867767,247.73029800766037,933.0,0.003516256198347105,0.005081011688185937,0.0004980000000000001,71,50,121,1,1
66,"(33.0, 33.5)",779.6974789915967,278.0024556232798,943.0,0.0042434957983193255,0.006710382001647376,0.000782,74,45,119,1,1
67,"(33.5, 34.0)",827.5652173913044,232.9917975528881,959.0,0.004337417391304345,0.006133664575317265,0.000545,67,48,115,1,1
68,"(34.0, 34.5)",926.4351145038166,175.56060094349363,973.0,0.0038256335877862604,0.0049437623063444715,0.000907,74,57,131,1,1
69,"(34.5, 35.0)",890.3211009174312,209.0408377935838,954.0,0.0043861284403669725,0.005880628156956308,0.00097,58,51,109,1,1
70,"(35.0, 35.5)",896.3228346456692,210.94842075842246,972.0,0.003833724409448817,0.006171733859795438,0.000912,74,53,127,1,1
71,"(35.5, 36.0)",938.8925619834712,253.01451874193873,973.0,0.004107876033057852,0.006192739817143739,0.000858,68,53,121,1,1
72,"(36.0, 36.5)",950.5,278.495078681038,1091.5,0.004357149122807015,0.005822388817653565,0.0013245000000000002,63,51,114,1,1
73,"(36.5, 37.0)",965.6666666666665,311.7481049699917,1099.0,0.003401751773049644,0.004582859600349403,0.000799,78,63,141,1,1
74,"(37.0, 37.5)",986.4765625,243.53075327936503,1130.0,0.0039118281249999965,0.004600582594242476,0.0010825,70,58,128,1,1
75,"(37.5, 38.0)",980.3178294573644,279.94633929157203,1090.0,0.0036949844961240287,0.004563129958195663,0.0008320000000000001,67,62,129,1,1
76,"(38.0, 38.5)",991.9015151515152,267.5069196464933,1100.0,0.003708901515151515,0.004741043225714073,0.0008845000000000001,76,56,132,1,1
77,"(38.5, 39.0)",1012.0420168067227,210.08934318030487,1080.0,0.004084504201680672,0.00487133457834039,0.001426,61,58,119,1,1
78,"(39.0, 39.5)",1026.354330708661,231.0908406404752,1128.0,0.003912992125984252,0.005340421125859347,0.0006889999999999999,72,55,127,1,1
79,"(39.5, 40.0)",1006.1653543307086,251.31662075858884,1109.0,0.0039047716535433076,0.0047044929439996495,0.001047,71,56,127,1,1
80,"(40.0, 40.5)",990.8515625,285.7468757579221,1106.0,0.003939179687499999,0.00471534726710005,0.0007285,71,57,128,1,1
81,"(40.5, 41.0)",911.2481203007519,332.92114832228333,1067.0,0.0035262030075187967,0.006335130959110618,0.00072,72,61,133,1,1
82,"(41.0, 41.5)",1038.78125,196.45062842721782,1115.5,0.003867625000000001,0.0048044395922183895,0.0009265,72,56,128,1,1
83,"(41.5, 42.0)",1005.9379844961239,210.5798821089779,1097.0,0.0038410620155038774,0.004488416862728332,0.001276,68,61,129,1,1
84,"(42.0, 42.5)",1003.8,249.2473832651331,1129.0,0.004029279999999999,0.004707324487674294,0.000915,67,58,125,1,1
85,"(42.5, 43.0)",1024.7874015748034,227.5930519597148,1116.0,0.0036517480314960608,0.004514806717669403,0.000968,72,55,127,1,1
86,"(43.0, 43.5)",1020.9609375,239.0213775680896,1117.5,0.003939210937499998,0.00472031255913657,0.000998,65,63,128,1,1
87,"(43.5, 44.0)",1035.857142857143,215.121833918762,1083.0,0.003889230158730158,0.004409799865141635,0.0017484999999999998,69,57,126,1,1
88,"(44.0, 44.5)",949.3093525179856,324.18126189536383,1068.0,0.003488151079136689,0.004493234198655376,0.000892,75,64,139,1,1
89,"(44.5, 45.0)",1042.1463414634147,212.1287377029718,1129.0,0.0039313414634146344,0.004847960047293288,0.000867,67,56,123,1,1
90,"(45.0, 45.5)",1025.9126984126983,203.59214208181098,1092.0,0.0039350238095238075,0.004530201772926739,0.001259,66,60,126,1,1
91,"(45.5, 46.0)",1014.4921875,237.58801091513484,1140.0,0.0038089687499999977,0.004836598249693375,0.001013,71,57,128,1,1
92,"(46.0, 46.5)",1012.48,202.06524816536125,1074.0,0.0040138240000000035,0.004544432197869417,0.001795,65,60,125,1,1
93,"(46.5, 47.0)",1008.0,245.27986691686317,1111.0,0.00393890243902439,0.004690191060833785,0.001077,66,57,123,1,1
94,"(47.0, 47.5)",1026.4057971014493,223.81495347006015,1124.0,0.0036358333333333342,0.004353184344307409,0.0009755000000000001,75,63,138,1,1
95,"(47.5, 48.0)",976.5851851851852,281.0259823645459,1086.0,0.0036360518518518507,0.0044103141583002065,0.00115,74,61,135,1,1
96,"(48.0, 48.5)",925.3779527559057,356.47126220763215,1103.0,0.00393337007874016,0.0049130799133507526,0.0007469999999999999,67,60,127,1,1
97,"(48.5, 49.0)",1015.2426470588236,215.3463531090917,1086.0,0.0033461029411764698,0.004352930150258365,0.00104,75,61,136,1,1
98,"(49.0, 49.5)",1006.560975609756,220.80341922176842,1110.0,0.0040416016260162585,0.004679722418452598,0.001142,63,60,123,1,1
99,"(49.5, 50.0)",1009.6910569105693,225.72030894490925,1085.0,0.0040543414634146326,0.005065752831643042,0.000769,67,56,123,1,1
100,"(50.0, 50.5)",1029.0916030534352,204.34708220542808,1102.0,0.003663854961832061,0.0043320042743109416,0.000965,72,59,131,1,1
101,"(50.5, 51.0)",990.984251968504,250.8624800104938,1114.0,0.0039159370078740135,0.004695469154759946,0.001032,69,58,127,1,1
102,"(51.0, 51.5)",1058.1351351351352,189.82697798911926,1130.0,0.0043443963963963935,0.0049728346137778295,0.001246,59,52,111,1,1
103,"(51.5, 52.0)",974.8251748251747,308.3342414202281,1126.0,0.0034220629370629364,0.004189430947637771,0.00082,77,66,143,1,1
104,"(52.0, 52.5)",1009.785123966942,235.7714715076009,1101.0,0.00407690909090909,0.004886325773694041,0.001307,63,58,121,1,1
105,"(52.5, 53.0)",1000.2260869565216,241.69053944530137,1120.0,0.004187234782608696,0.0048645855493762895,0.001026,60,55,115,1,1
106,"(53.0, 53.5)",1009.5859375,226.85360805093742,1129.5,0.0038200234375,0.004572880200721972,0.0010685,66,62,128,1,1
107,"(53.5, 54.0)",988.763358778626,276.0978319381366,1101.0,0.003769534351145035,0.004801797647832946,0.000575,68,63,131,1,1
108,"(54.0, 54.5)",998.7213114754097,256.2558529803672,1087.0,0.003889491803278689,0.0046555996005271045,0.0007565,62,60,122,1,1
109,"(54.5, 55.0)",1036.0381679389313,225.93707104073002,1131.0,0.0038820229007633608,0.004935818829217309,0.001019,71,60,131,1,1
110,"(55.0, 55.5)",961.912408759124,293.7191404179028,1042.0,0.003532788321167881,0.004592545645536164,0.000594,74,63,137,1,1
111,"(55.5, 56.0)",953.9685039370081,321.7182030515652,1081.0,0.0038803543307086618,0.005097860474853382,0.001043,68,59,127,1,1
112,"(56.0, 56.5)",1029.9022556390978,218.72120986861037,1128.0,0.003724714285714286,0.004496653982569821,0.000819,75,58,133,1,1
113,"(56.5, 57.0)",1025.3983050847457,229.62221444064176,1096.5,0.004240694915254237,0.005275894301003247,0.001297,62,56,118,1,1
114,"(57.0, 57.5)",993.2113821138213,245.18140664509517,1099.0,0.004039707317073171,0.0051600450543396285,0.0011,63,60,123,1,1
115,"(57.5, 58.0)",1003.4924242424244,240.769298092597,1113.0,0.0035699848484848484,0.004319226892203461,0.0012035,73,59,132,1,1
116,"(58.0, 58.5)",1035.452380952381,238.22320985639854,1145.5,0.004044999999999997,0.004794679125864421,0.0013085,67,59,126,1,1
117,"(58.5, 59.0)",1009.9914529914529,222.86038213715543,1038.0,0.0042798632478632465,0.004973194834354269,0.00095,58,59,117,1,1
118,"(59.0, 59.5)",968.6402877697842,325.21368687871967,1100.0,0.0034566330935251795,0.004283959735639218,0.000753,78,61,139,1,1
119,"(59.5, 60.0)",1004.7557251908397,218.72839116489988,1081.0,0.003835847328244274,0.004697703449515407,0.000762,71,60,131,1,1
120,"(60.0, 60.5)",1071.090909090909,186.2343505729632,1139.0,0.004080933884297519,0.004642841866313378,0.001157,64,57,121,1,1
121,"(60.5, 61.0)",993.4666666666667,209.44247453669956,1077.0,0.004112774999999997,0.004650644354854082,0.001515,57,63,120,1,0
122,"(61.0, 61.5)",1036.6439393939397,208.68589686601948,1129.5,0.00357665909090909,0.00459941261073736,0.0006379999999999999,73,59,132,1,0
123,"(61.5, 62.0)",1040.388429752066,214.8472081852911,1128.0,0.004035016528925618,0.004871388741046148,0.000994,65,56,121,1,0
124,"(62.0, 62.5)",1015.219696969697,232.35506241292683,1097.0,0.0038319469696969674,0.004463693767565314,0.0010095,73,59,132,1,0
125,"(62.5, 63.0)",973.7075471698113,242.8941751533992,1052.0,0.00457120754716981,0.004995298486180556,0.002093,44,62,106,1,0
126,"(63.0, 63.5)",960.1592356687898,269.95637134578124,1012.0,0.003150891719745223,0.004309524751565315,0.000595,93,64,157,1,0
127,"(63.5, 64.0)",1007.0,214.08342327516186,1059.0,0.003696375939849621,0.004684515091818717,0.000889,75,58,133,1,0
128,"(64.0, 64.5)",1018.5241935483873,177.24900787318197,1046.0,0.0038862177419354826,0.004406863129626321,0.001659,65,59,124,1,0
129,"(64.5, 65.0)",968.6640625,225.37598602397625,1044.0,0.0038833359375,0.00462668484106502,0.0007344999999999999,68,60,128,1,0
130,"(65.0, 65.5)",993.9848484848483,200.1753805411295,1041.0,0.0036291742424242406,0.004590095812162058,0.0009615,73,59,132,1,0
131,"(65.5, 66.0)",990.921875,189.17544285433524,1019.0,0.003913890624999998,0.00486868297157524,0.0011835,71,57,128,1,0
132,"(66.0, 66.5)",1001.5378151260504,248.4940673818983,1082.0,0.004147058823529412,0.005270423139822992,0.000937,65,54,119,1,0
133,"(66.5, 67.0)",901.8356164383563,302.75347949017936,1005.5,0.0033032328767123274,0.0044731377169778255,0.0005585,79,67,146,1,0
134,"(67.0, 67.5)",918.3559322033898,299.7907111971012,1048.0,0.004283305084745764,0.006222422986317925,0.0008585000000000001,70,48,118,1,0
135,"(67.5, 68.0)",989.008849557522,258.5058197595512,1098.0,0.004255035398230087,0.005898857103179886,0.0005740000000000001,60,53,113,1,0
136,"(68.0, 68.5)",936.7786885245903,314.147844130466,1109.0,0.003954319672131147,0.004980332013338155,0.0011415000000000002,69,53,122,1,0
137,"(68.5, 69.0)",966.8333333333335,314.121838620821,1157.0,0.004248833333333331,0.005638140332202161,0.0010565,65,49,114,1,0
138,"(69.0, 69.5)",931.1886792452831,323.3893161119919,1131.0,0.004924830188679242,0.007274038188715365,0.0007125,63,43,106,0,0
139,"(69.5, 70.0)",966.7227722772276,349.93325417318886,1164.0,0.004859960396039602,0.007450214643781468,0.000719,68,33,101,0,0
140,"(70.0, 70.5)",915.8632478632477,346.77608561062766,1124.0,0.004043769230769233,0.005711748757491024,0.0006929999999999999,68,49,117,1,0
141,"(70.5, 71.0)",864.1467889908258,400.4556161120794,1106.0,0.00459875229357798,0.007002912549043784,0.0007,67,42,109,0,0
142,"(71.0, 71.5)",904.3962264150942,298.70905351577665,996.5,0.004680650943396225,0.0067818376453899045,0.000978,74,32,106,0,0
143,"(71.5, 72.0)",987.7894736842104,301.96216103433983,1105.0,0.0052413578947368405,0.008027610071888978,0.000994,71,24,95,0,0
144,"(72.0, 72.5)",933.7215189873417,361.2888941606385,1150.0,0.006100683544303797,0.009632348860898834,0.0009880000000000002,51,28,79,0,0
145,"(72.5, 73.0)",974.9509803921567,354.8040702505484,1168.0,0.0047211274509803905,0.007858537241602591,0.0008114999999999999,75,27,102,0,0
146,"(73.0, 73.5)",991.8804347826087,327.2641787454268,1167.0,0.005144510869565219,0.006438795970469254,0.0019844999999999997,64,28,92,0,0
147,"(73.5, 74.0)",979.4772727272727,349.6562836828666,1168.5,0.005385159090909092,0.007969220016761277,0.001158,65,23,88,0,0
148,"(74.0, 74.5)",873.875,423.8108134327442,1163.0,0.004809817307692307,0.00760947069943257,0.0007434999999999999,73,31,104,0,0
149,"(74.5, 75.0)",989.9550561797753,329.4071434242392,1167.0,0.005449101123595506,0.00862628140157758,0.001017,65,24,89,0,0
150,"(75.0, 75.5)",983.2631578947368,324.3479353378017,1154.5,0.005759749999999999,0.00894576548336325,0.0013085,56,20,76,0,0
151,"(75.5, 76.0)",994.56,331.34697002606566,1157.0,0.004787389999999999,0.006947144069698823,0.001075,73,27,100,0,0
152,"(76.0, 76.5)",963.0119047619047,371.79996869827613,1159.0,0.005834571428571428,0.008425506762186816,0.0011884999999999999,62,22,84,0,0
153,"(76.5, 77.0)",921.2439024390244,392.83290705285276,1176.5,0.005514768292682927,0.00717018386440352,0.00121,56,26,82,0,0
154,"(77.0, 77.5)",979.1037735849058,344.52147432538766,1164.0,0.004800028301886794,0.006762429709107515,0.000897,77,29,106,0,0
155,"(77.5, 78.0)",936.6808510638298,381.58191422522134,1145.5,0.004747627659574469,0.007084326366294323,0.0007925,67,27,94,0,0
156,"(78.0, 78.5)",893.3950617283949,411.71979789088203,1145.0,0.005257222222222222,0.007282405591561073,0.000993,57,24,81,0,0
157,"(78.5, 79.0)",980.7788461538463,336.7419846237836,1156.0,0.005224903846153845,0.008527274181210456,0.001232,80,24,104,0,0
158,"(79.0, 79.5)",958.6413043478259,335.0479244552882,1148.5,0.005481608695652171,0.007782937462006614,0.0007825,64,28,92,0,0
159,"(79.5, 80.0)",932.202380952381,369.22999590198646,1141.0,0.005834488095238092,0.007610743383880331,0.0016185,57,27,84,0,0
160,"(80.0, 80.5)",974.5869565217392,335.78313095923875,1155.5,0.005386641304347825,0.007782503987822492,0.000984,66,26,92,0,0
161,"(80.5, 81.0)",1007.989247311828,339.70660277668935,1191.0,0.005396333333333333,0.00864274301683629,0.001047,68,25,93,0,0
162,"(81.0, 81.5)",980.0138888888887,327.69405574495704,1171.0,0.006203444444444446,0.009975172448491896,0.0007985000000000001,51,21,72,0,0
163,"(81.5, 82.0)",887.1574074074074,416.7260729198015,1149.5,0.004622296296296295,0.008784390672179912,0.0006445,75,33,108,0,0
164,"(82.0, 82.5)",952.625,372.93445875423714,1160.5,0.004593614583333333,0.009954329416595615,0.00045999999999999996,68,28,96,0,0
165,"(82.5, 83.0)",1079.5,320.60563612176793,1189.0,0.004753017241379311,0.006923707281611439,0.001025,62,54,116,0,0
166,"(83.0, 83.5)",1084.1278195488721,329.7999947978995,1193.0,0.003506218045112782,0.004742363683666272,0.0006900000000000001,79,54,133,1,0
167,"(83.5, 84.0)",915.0,299.8326112537491,1071.0,0.003017194805194805,0.004187007496864122,0.0005110000000000001,68,86,154,1,0
168,"(84.0, 84.5)",960.5073529411764,263.5767931200691,1078.0,0.0034583676470588227,0.004561370519853651,0.000588,56,80,136,1,0
169,"(84.5, 85.0)",1018.3076923076924,267.6094317105559,1078.0,0.003208884615384614,0.00430845929195942,0.0006005,76,80,156,1,0
170,"(85.0, 85.5)",937.8839285714287,314.2498502593611,1078.0,0.0043069999999999975,0.004919540222419166,0.0008300000000000001,32,80,112,1,0
171,"(85.5, 86.0)",965.2857142857144,346.7939264134543,1078.0,0.003332605442176869,0.004342049840324335,0.000456,64,83,147,1,0
172,"(86.0, 86.5)",1011.9344262295082,300.24664964243925,1078.0,0.002562874316939891,0.003752152968856599,0.000485,99,84,183,1,0
173,"(86.5, 87.0)",982.0227272727273,295.63298543117264,1078.0,0.0036380454545454524,0.004703702984767479,0.0006684999999999999,52,80,132,1,0
174,"(87.0, 87.5)",946.7923076923075,278.694066829752,1078.0,0.0035258692307692297,0.0043447593940365865,0.000927,49,81,130,1,0
175,"(87.5, 88.0)",925.9119496855346,258.61486891886454,1040.0,0.003149383647798741,0.0043764428041167865,0.000488,77,82,159,1,0
176,"(88.0, 88.5)",895.0479452054794,264.69301235365515,1008.0,0.003245794520547947,0.004429802000584627,0.0005545000000000001,63,83,146,1,0
177,"(88.5, 89.0)",931.0729927007301,227.8349710747989,1005.0,0.0035506496350364955,0.004649905147026311,0.000549,59,78,137,1,0
178,"(89.0, 89.5)",855.7098765432098,306.28620322655917,1001.5,0.0030033333333333327,0.004074024986430755,0.0005124999999999999,75,87,162,1,0
179,"(89.5, 90.0)",920.3661971830986,233.47824716429417,994.0,0.0033602816901408443,0.0045706388326499404,0.0005575,64,78,142,1,0
180,"(90.0, 90.5)",937.7028985507246,233.00908191379727,1040.0,0.0036898550724637647,0.004544339955205567,0.0006915000000000001,59,79,138,1,0
181,"(90.5, 91.0)",904.8815789473683,249.66730005753703,990.0,0.0031926842105263146,0.004388192037339552,0.000436,71,81,152,1,0
182,"(91.0, 91.5)",925.8661971830986,244.6125095782584,1019.0,0.003496267605633802,0.004626888766587736,0.000647,63,79,142,1,0
183,"(91.5, 92.0)",924.6301369863014,253.17370386135607,1049.0,0.0033021369863013694,0.004543526301241236,0.0004865,64,82,146,1,0
184,"(92.0, 92.5)",933.3884892086332,231.0718098683112,1025.0,0.003552122302158272,0.00444026731872591,0.000701,63,76,139,1,0
185,"(92.5, 93.0)",876.6183206106871,300.7873119770659,1027.0,0.0035423129770992346,0.004778711443771248,0.000308,48,83,131,1,0
186,"(93.0, 93.5)",903.4285714285713,278.1876775282676,1033.0,0.003029167701863353,0.0041816538373531465,0.0006309999999999999,79,82,161,1,0
187,"(93.5, 94.0)",923.1409395973154,248.8931177350389,1044.0,0.003254161073825501,0.004379032239234863,0.000546,68,81,149,1,0
188,"(94.0, 94.5)",931.5675675675676,250.78348420058404,1059.0,0.0033765067567567545,0.0044107495753307685,0.000601,63,85,148,1,0
189,"(94.5, 95.0)",938.4198473282444,224.92497737958598,1043.0,0.00369785496183206,0.004758524420807095,0.0005639999999999999,48,83,131,1,0
190,"(95.0, 95.5)",916.4244186046512,232.4508376299486,986.0,0.002895313953488371,0.004097979029116548,0.000416,83,89,172,1,0
191,"(95.5, 96.0)",931.431506849315,229.7139422767682,1009.0,0.003296691780821917,0.0043434598628521726,0.0005855000000000001,63,83,146,1,0
192,"(96.0, 96.5)",927.8716216216216,246.44482431994203,1027.0,0.0034039054054054037,0.004495384343874755,0.0006039999999999999,62,86,148,1,0
193,"(96.5, 97.0)",882.6144578313254,308.86630750361286,1011.0,0.002872993975903612,0.004199437027921556,0.0003865,75,91,166,1,0
194,"(97.0, 97.5)",945.2986111111113,226.05133026403854,1046.0,0.003507743055555555,0.004469958621773921,0.000755,60,84,144,1,0
195,"(97.5, 98.0)",945.020979020979,236.73314948233082,1038.0,0.0034403496503496484,0.004524741482396258,0.000585,61,82,143,1,0
196,"(98.0, 98.5)",940.5324675324676,254.90018984321438,1040.0,0.003007350649350649,0.0042765120179464105,0.00048550000000000004,67,87,154,1,0
197,"(98.5, 99.0)",945.3877551020407,218.61996954055286,1020.0,0.0034336462585033986,0.0046668289412791384,0.0005099999999999999,67,80,147,1,0
198,"(99.0, 99.5)",940.3661971830986,242.84914848561402,1060.5,0.003376323943661971,0.0046629248188178474,0.00033650000000000005,59,83,142,1,0
199,"(99.5, 100.0)",955.86,214.72561014235526,1039.0,0.0033525066666666658,0.004576102634934952,0.000518,68,82,150,1,0
200,"(100.0, 100.5)",924.4342105263157,263.1691136855692,1029.5,0.003092032894736841,0.004454080695269268,0.000454,67,85,152,1,0
201,"(100.5, 101.0)",925.6760563380283,276.214418440729,1055.5,0.003556028169014083,0.00444087999544602,0.0008389999999999999,57,85,142,1,0
202,"(101.0, 101.5)",956.7651006711408,220.81438301609867,1050.0,0.0032101476510067103,0.004399676340024435,0.000634,69,80,149,1,0
203,"(101.5, 102.0)",954.9324324324324,235.70936970810607,1052.0,0.003398405405405404,0.004368761778901079,0.0007235000000000001,66,82,148,1,0
204,"(102.0, 102.5)",956.2877697841727,205.76852214177543,1028.0,0.0035466906474820132,0.004540126977169794,0.000677,58,81,139,1,0
205,"(102.5, 103.0)",932.25,254.97472280899368,1036.5,0.003244467105263157,0.004232465672369352,0.0005995,68,84,152,1,0
206,"(103.0, 103.5)",926.5,264.2528919597493,1078.0,0.003962008196721311,0.00487081148651047,0.0005729999999999999,39,83,122,1,0
207,"(103.5, 104.0)",934.516393442623,239.52163875423318,1037.0,0.0036857540983606563,0.007179978303233264,0.0006065,60,62,122,1,0
208,"(104.0, 104.5)",754.5882352941177,334.6860018886677,936.0,0.004788705882352939,0.00980040232209957,0.0005945,73,29,102,0,0
209,"(104.5, 105.0)",834.3875,268.7432304122376,965.0,0.006116887499999996,0.014115161516353725,0.0007834999999999999,60,20,80,0,0
210,"(105.0, 105.5)",844.2105263157895,285.6192302121431,981.0,0.0042593596491228075,0.007116929905274287,0.000683,85,29,114,0,0
211,"(105.5, 106.0)",805.1978021978023,300.98926595036284,957.0,0.005424230769230771,0.008711944680312228,0.000951,72,19,91,0,0
212,"(106.0, 106.5)",867.7831325301205,270.06702186195315,981.0,0.005900722891566265,0.009810244025349656,0.001127,67,16,83,0,0
213,"(106.5, 107.0)",883.236842105263,267.86851841508883,1009.0,0.006537842105263154,0.008974186281481838,0.0011265000000000001,60,16,76,0,0
214,"(107.0, 107.5)",884.9113924050633,265.9080325819928,1012.0,0.006187354430379746,0.010143734365250729,0.001406,64,15,79,0,0
215,"(107.5, 108.0)",814.0344827586208,261.0359259011421,922.0,0.00539567816091954,0.00993045237557621,0.000628,69,18,87,0,0
216,"(108.0, 108.5)",771.8255813953488,326.0403869555558,876.0,0.005720267441860467,0.00747139995925548,0.001336,65,21,86,0,0
217,"(108.5, 109.0)",863.4494382022473,249.10503494947827,936.0,0.004889707865168539,0.007517046172778734,0.001012,71,18,89,0,0
218,"(109.0, 109.5)",827.5357142857142,251.0536565520573,938.0,0.005845559523809525,0.009336102609556798,0.0015105,65,19,84,0,0
219,"(109.5, 110.0)",852.6538461538463,261.03574054553883,949.0,0.005191410256410256,0.008626606612549667,0.0006730000000000001,61,17,78,0,0
220,"(110.0, 110.5)",872.7272727272727,250.13673167890641,973.0,0.0053491363636363615,0.007304694285312761,0.0012,70,18,88,0,0
221,"(110.5, 111.0)",862.4941176470587,223.6058193898048,966.0,0.005370999999999997,0.009837659892813265,0.000807,65,20,85,0,0
222,"(111.0, 111.5)",850.6056338028169,253.5210602056698,950.0,0.006635732394366196,0.00976491525083222,0.0017870000000000004,56,15,71,0,0
223,"(111.5, 112.0)",779.8076923076923,317.6384974871355,962.5,0.004671538461538461,0.007435413462459881,0.0006105,77,27,104,0,0
224,"(112.0, 112.5)",853.4137931034481,249.0983998960931,957.0,0.005688816091954023,0.007656144002632158,0.002208,68,19,87,0,0
225,"(112.5, 113.0)",820.4235294117647,263.1591667771114,946.0,0.0049521529411764706,0.007789876008405431,0.0007469999999999999,62,23,85,0,0
226,"(113.0, 113.5)",850.4943820224719,248.0872795278594,943.0,0.00568308988764045,0.008650432236495009,0.001936,68,21,89,0,0
227,"(113.5, 114.0)",826.4318181818181,252.57395846208684,952.5,0.005545704545454543,0.0071023296989848736,0.0011525,65,23,88,0,0
228,"(114.0, 114.5)",869.4133333333333,228.71403680279582,956.0,0.005101039999999999,0.006342316228873094,0.002268,61,14,75,0,0
229,"(114.5, 115.0)",852.6860465116278,255.22563312294773,955.0,0.005742499999999998,0.008923740725463402,0.000917,69,17,86,0,0
230,"(115.0, 115.5)",798.2391304347825,284.0937536616481,947.0,0.004894347826086957,0.006337847257208835,0.001053,65,27,92,0,0
231,"(115.5, 116.0)",793.8333333333335,309.7282906598745,948.5,0.005134447916666667,0.0074059051273395,0.0013039999999999998,70,26,96,0,0
232,"(116.0, 116.5)",849.2558139534883,252.6812540381079,956.0,0.005819302325581394,0.008160783382335689,0.0011425,66,20,86,0,0
233,"(116.5, 117.0)",855.5060240963855,261.3670614613215,955.0,0.0057578072289156635,0.007961312001903606,0.000628,62,21,83,0,0
234,"(117.0, 117.5)",839.8202247191011,268.34435821591734,951.0,0.00541073033707865,0.00751674904004391,0.002083,66,23,89,0,0
235,"(117.5, 118.0)",848.8313253012049,280.58522548925544,962.0,0.006047542168674698,0.008543857835583613,0.001133,62,21,83,0,0
236,"(118.0, 118.5)",836.6941176470589,266.34778658244363,963.0,0.005154023529411767,0.006720191398168001,0.001638,65,20,85,0,0
237,"(118.5, 119.0)",852.6976744186046,262.3695673603952,984.5,0.005858151162790697,0.008571115148145157,0.001212,64,22,86,0,0
238,"(119.0, 119.5)",769.4897959183673,335.077225900961,950.5,0.004950224489795917,0.007450207160380841,0.0008889999999999998,73,25,98,0,0
239,"(119.5, 120.0)",845.3625,246.55398380553456,955.0,0.005921374999999998,0.007563033011868161,0.0008545000000000001,61,19,80,0,0
240,"(120.0, 120.5)",836.2588235294118,258.36777740918336,960.0,0.0055234588235294115,0.007893400487195647,0.001109,64,21,85,0,0
241,"(120.5, 121.0)",827.2371134020618,263.15587796636316,967.0,0.005481917525773198,0.008650940687855501,0.000901,69,28,97,0,0
242,"(121.0, 121.5)",820.3070175438595,222.93394105477088,927.0,0.004175833333333333,0.005763234511446094,0.0007505,63,51,114,1,1
243,"(121.5, 122.0)",809.0322580645161,260.4612735802832,911.0,0.005234655913978493,0.007427833509253386,0.000944,66,27,93,0,1
244,"(122.0, 122.5)",848.2105263157895,236.83142827744126,971.0,0.005205210526315788,0.00617919640491596,0.00179,68,27,95,0,1
245,"(122.5, 123.0)",798.990099009901,272.6766031418723,938.0,0.0046567623762376244,0.00806093166966265,0.000477,66,35,101,0,1
246,"(123.0, 123.5)",906.3382352941176,279.2052005402382,948.0,0.003603727941176469,0.004511705366113896,0.0007795,66,70,136,1,1
247,"(123.5, 124.0)",956.0729927007301,179.3538498511227,946.0,0.0036598321167883203,0.004430278834620946,0.000898,70,67,137,1,1
248,"(124.0, 124.5)",968.4685314685316,211.5298668418673,948.0,0.003291524475524473,0.0043738412579503675,0.000709,69,74,143,1,1
249,"(124.5, 125.0)",957.0723684210526,160.0878112502939,965.0,0.0033106776315789464,0.004368485894975017,0.00065,70,82,152,1,1
250,"(125.0, 125.5)",964.203947368421,143.1533396739726,935.5,0.003229730263157896,0.004333060544433586,0.0007180000000000001,71,81,152,1,1
251,"(125.5, 126.0)",935.0340136054422,166.57432480567212,933.0,0.0033971156462585033,0.004538253133115536,0.000425,61,86,147,1,1
252,"(126.0, 126.5)",955.1392405063292,146.95991343690045,957.0,0.0030735759493670874,0.004286100254576895,0.00048600000000000005,75,83,158,1,1
253,"(126.5, 127.0)",924.7018633540373,255.9666688438287,965.0,0.003000248447204968,0.004203300387836704,0.0005200000000000001,73,88,161,1,1
254,"(127.0, 127.5)",962.5342465753424,173.5370839582675,971.0,0.003374821917808217,0.004539947301357418,0.000628,62,84,146,1,1
255,"(127.5, 128.0)",975.1543209876544,161.7387115681413,998.0,0.003102932098765429,0.004345736874563211,0.0006360000000000001,78,84,162,1,1
256,"(128.0, 128.5)",945.3181818181821,177.4374493319569,969.5,0.003173214285714284,0.0042487669352556144,0.0006929999999999999,64,90,154,1,1
257,"(128.5, 129.0)",1003.5436241610738,161.03526906044928,1006.0,0.0033053624161073804,0.004391089477589761,0.000456,65,84,149,1,1
258,"(129.0, 129.5)",1052.879746835443,201.95970959716811,1107.0,0.0031371202531645555,0.004357470538626878,0.00044349999999999994,76,82,158,1,1
259,"(129.5, 130.0)",1074.0223880597016,192.5854742926891,1103.5,0.003736089552238804,0.0047599423299449,0.000541,52,82,134,1,1
260,"(130.0, 130.5)",1059.1680000000001,233.70203444391728,1101.0,0.0039387999999999975,0.004737149072882304,0.0006190000000000001,47,78,125,1,1
